C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_22_229.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_22_229.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_22_229.jpg,0,0,0,3.605072
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_22_299.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_22_299.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_22_299.jpg,0,0.1434609,0,3.641922
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_22_367.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_22_367.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_22_367.jpg,0,0.3711729,0,3.887566
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_22_438.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_22_438.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_22_438.jpg,0,0.5479344,0,4.215132
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_22_507.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_22_507.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_22_507.jpg,0,0.7944527,0,4.85664
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_22_580.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_22_580.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_22_580.jpg,0,0.973655,0,5.484383
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_22_648.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_22_648.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_22_648.jpg,0,1,0,6.40492
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_22_723.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_22_723.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_22_723.jpg,0,1,0,7.091733
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_22_794.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_22_794.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_22_794.jpg,0,1,0,8.001263
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_22_867.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_22_867.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_22_867.jpg,-0.2,1,0,8.8936
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_22_939.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_22_939.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_22_939.jpg,0,1,0,9.555804
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_23_007.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_23_007.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_23_007.jpg,0,1,0,10.44462
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_23_081.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_23_081.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_23_081.jpg,0,1,0,11.10756
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_23_149.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_23_149.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_23_149.jpg,0,1,0,12.11559
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_23_221.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_23_221.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_23_221.jpg,0,1,0,12.62196
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_23_297.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_23_297.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_23_297.jpg,-0.05,1,0,13.46028
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_23_366.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_23_366.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_23_366.jpg,-0.25,1,0,14.25035
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_23_436.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_23_436.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_23_436.jpg,0,1,0,14.96813
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_23_506.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_23_506.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_23_506.jpg,0,1,0,15.81814
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_23_574.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_23_574.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_23_574.jpg,0,1,0,16.3841
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_23_644.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_23_644.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_23_644.jpg,0,1,0,17.2357
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_23_716.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_23_716.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_23_716.jpg,0,1,0,17.88484
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_23_791.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_23_791.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_23_791.jpg,-0.2,1,0,18.68916
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_23_861.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_23_861.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_23_861.jpg,-0.35,1,0,19.26016
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_23_932.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_23_932.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_23_932.jpg,-0.5500001,1,0,19.95907
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_24_009.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_24_009.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_24_009.jpg,-0.7500002,1,0,20.58421
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_24_076.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_24_076.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_24_076.jpg,0,1,0,21.12988
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_24_174.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_24_174.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_24_174.jpg,0,1,0,22.08412
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_24_248.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_24_248.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_24_248.jpg,0,1,0,22.87225
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_24_319.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_24_319.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_24_319.jpg,0,1,0,23.46614
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_24_396.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_24_396.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_24_396.jpg,0,1,0,24.24318
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_24_470.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_24_470.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_24_470.jpg,0,1,0,25.01494
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_24_547.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_24_547.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_24_547.jpg,-0.05,1,0,25.78033
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_24_622.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_24_622.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_24_622.jpg,-0.2,1,0,26.3337
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_24_696.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_24_696.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_24_696.jpg,-0.4,1,0,27.00403
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_24_770.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_24_770.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_24_770.jpg,-0.6000001,1,0,27.58428
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_24_842.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_24_842.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_24_842.jpg,0,1,0,28.10964
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_24_910.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_24_910.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_24_910.jpg,0,1,0,28.83773
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_24_983.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_24_983.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_24_983.jpg,0,1,0,29.38748
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_25_062.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_25_062.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_25_062.jpg,0,1,0,30.1177
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_25_130.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_25_130.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_25_130.jpg,0,1,0,30.18986
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_25_202.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_25_202.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_25_202.jpg,0,1,0,30.1903
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_25_273.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_25_273.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_25_273.jpg,-0.05,1,0,30.18976
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_25_341.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_25_341.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_25_341.jpg,-0.2,1,0,30.17965
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_25_410.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_25_410.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_25_410.jpg,0,1,0,30.18321
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_25_491.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_25_491.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_25_491.jpg,0,1,0,30.18957
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_25_558.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_25_558.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_25_558.jpg,0,1,0,30.1901
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_25_628.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_25_628.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_25_628.jpg,0,1,0,30.19029
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_25_706.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_25_706.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_25_706.jpg,0,1,0,30.1903
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_25_778.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_25_778.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_25_778.jpg,-0.1,1,0,30.18802
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_25_846.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_25_846.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_25_846.jpg,-0.3,1,0,30.1696
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_25_915.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_25_915.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_25_915.jpg,-0.45,1,0,30.15122
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_25_984.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_25_984.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_25_984.jpg,0,1,0,30.18902
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_26_053.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_26_053.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_26_053.jpg,0,1,0,30.18949
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_26_125.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_26_125.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_26_125.jpg,0,1,0,30.18957
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_26_198.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_26_198.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_26_198.jpg,0,1,0,30.19088
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_26_275.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_26_275.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_26_275.jpg,-0.05,1,0,30.18998
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_26_345.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_26_345.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_26_345.jpg,-0.25,1,0,30.17511
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_26_421.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_26_421.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_26_421.jpg,-0.4,1,0,30.15746
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_26_496.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_26_496.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_26_496.jpg,0,1,0,30.18663
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_26_570.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_26_570.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_26_570.jpg,0,1,0,30.18952
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_26_643.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_26_643.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_26_643.jpg,0,1,0,30.18991
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_26_715.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_26_715.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_26_715.jpg,0,1,0,30.18999
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_26_785.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_26_785.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_26_785.jpg,0,1,0,30.18911
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_26_859.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_26_859.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_26_859.jpg,0,1,0,30.19048
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_26_935.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_26_935.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_26_935.jpg,0,1,0,30.19036
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_27_012.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_27_012.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_27_012.jpg,0,1,0,30.18869
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_27_080.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_27_080.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_27_080.jpg,0,1,0,30.19087
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_27_160.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_27_160.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_27_160.jpg,0,1,0,30.19052
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_27_235.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_27_235.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_27_235.jpg,0,1,0,30.19044
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_27_311.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_27_311.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_27_311.jpg,0,1,0,30.19039
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_27_388.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_27_388.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_27_388.jpg,-0.15,1,0,30.18406
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_27_465.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_27_465.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_27_465.jpg,-0.35,1,0,30.16298
C:\Users\aashi\Desktop\beta_simulator_windows\IMG\center_2019_12_30_10_56_27_542.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\left_2019_12_30_10_56_27_542.jpg,C:\Users\aashi\Desktop\beta_simulator_windows\IMG\right_2019_12_30_10_56_27_542.jpg,0,1,0,30.18943
